type,wgl,date,loc,vip,price
宝马7系 2018款 740Li xDrive 尊享型 M运动套装,1.5,2018/11/1,青岛,10年黑金会员,58.8
奥迪Q5 2010款 2.0TFSI 进取型,7,2010/10/1,成都,1年黄金会员,6.5
沃尔沃S60 2023款 B4 智远豪华版,0.4,2022/7/1,上海,8年黄金会员,22.87
沃尔沃XC60 2023款 B5 四驱智雅豪华版,1,2022/7/1,上海,8年黄金会员,31.57
高尔夫 2015款 1.4TSI 自动舒适型,9.6,2015/5/1,济南,6年黄金会员,5.98
别克GL8 2022款 ES陆尊 653T 尊享型,2,2022/2/1,北京,1年黄金会员,30.8
奥迪Q5 2017款 Plus 40 TFSI 技术型,7,2017/11/1,北京,2年黄金会员,18.18
君威 2022款 552T 智享型,0.3,2022/3/1,青岛,10年钻石会员,13.38
别克GL8 2020款 ES陆尊 653T 豪华型,5,2020/11/1,常州,3年黄金会员,29.8
速腾 2022款 280TSI DSG卓越版,2.8,2022/4/1,昆明,2年黄金会员,12.6
奔驰A级 2022款 改款 A 200 L 运动轿车时尚型,0.9,2022/1/1,合肥,6年黄金会员,19
奔驰S级 2018款 S 320 L,2.9,2018/4/1,南宁,4年黄金会员,63.8
奥迪Q3 2021款 35 TFSI 进取动感型,3.6,2021/7/1,广州,11年钻石会员,17.98
高尔夫 2020款 挚爱版 280TSI DSG舒适型,2.6,2020/9/1,昆明,2年黄金会员,10.8
奔驰V级 2018款 V 260 L 尊贵加长版 国V,8.08,2018/3/1,广州,8年黄金会员,27.58
奔驰S级 2020款 S 350 L 商务型 臻藏版,5,2020/10/1,深圳,4年会员,68.8
宝马X1 2021款 sDrive25Li 领先型,4,2021/6/1,广州,3年黄金会员,18.8
Boxster 2015款 Boxster Style Edition 2.7L,8,2016/6/1,济南,5年黄金会员,30.9
Boxster 2009款 Boxster 2.9L,10.5,2010/6/1,大理,1年钻石会员,15.88
奔驰GLC轿跑 AMG 2018款 AMG GLC 63 4MATIC+ 轿跑SUV,4.1,2020/1/1,上海,7年黄金会员,50.8
宝马4系 2020款 425i Gran Coupe M运动套装,3.5,2021/1/1,淄博,4年黄金会员,26.88
奥迪Q7 2020款 55 TFSI quattro S line运动型,9,2021/1/1,昆明,3年黄金会员,53.98
宝马X5(进口) 2020款 xDrive30i M运动套装,6.6,2020/6/1,昆明,3年黄金会员,53.96
宝马X5 2022款 xDrive 40Li 尊享型M运动套装,0.1,2022/12/1,北京,7年钻石会员,77.98
雷克萨斯LS 2018款 350 卓越版 国V,7.9,2018/9/1,淄博,4年黄金会员,47.9
奔驰GLE 2021款 GLE 350 4MATIC 时尚型,2.1,2021/8/1,青岛,10年黑金会员,63.8
奔驰S级 2014款 S 320 L 豪华型,12,2015/5/1,济南,4年黄金会员,38.8
沃尔沃XC60 2020款 T5 四驱智逸豪华版,7,2020/4/1,济南,4年黄金会员,23.8
宝马X1 2014款 sDrive18i 时尚型,9.75,2015/6/1,西安,9年黄金会员,8.9
宝马3系 2019款 320Li 时尚型,3.5,2019/3/1,石家庄,3年钻石会员,18.9
兰德酷路泽(进口) 2017款 4.0L 自动,8.5,2018/4/1,北京,1年黄金会员,62.8
科鲁兹 2015款 1.5L 经典 SE AT,11.3,2016/10/1,广州,4年黄金会员,3.58
奔驰GLE 2020款 改款 GLE 450 4MATIC 动感型,1,2020/10/1,西安,11年黄金会员,67.8
奥迪A6L 2021款 45 TFSI quattro 臻选致雅型,1.7,2021/5/1,昆明,11年黄金会员,34.68
牧马人 2015款 3.6L Rubicon 四门舒享版,11,2015/12/1,北京,1年黄金会员,28.8
宝马M5 2019款 M5 雷霆版,3.8,2021/3/1,西安,11年黄金会员,92.8
奥迪A8 2022款 A8L 50 TFSI quattro 舒适型典藏版,4.7,2022/5/1,大连,11年钻石会员,59.98
发现 2016款 3.0T 美规版,12.6,2016/8/1,合肥,10年黄金会员,37.88
揽胜运动版 2018款 3.0 SC V6 锋尚创世版 DYNAMIC,6.2,2019/1/1,湖州,2年黄金会员,63.8
Panamera 2019款 Panamera 4 Sport Turismo 2.9T,2.3,2019/8/1,西安,11年黄金会员,98.8
奔驰G级 2020款 G 350,4,2021/9/1,西安,11年黄金会员,154.5
奥迪A8 2023款 A8L 55 TFSI quattro 旗舰型,1.2,2022/9/1,宁波,11年会员,85.88
奥迪A3 2020款  Limousine 35 TFSI 运动型 国VI,5.01,2020/4/1,武汉,11年钻石会员,12.98
蔚来ET7 2022款 75kWh,1.89,2022/9/1,中山,1年会员,33.88
奥迪RS 5 2019款 RS 5 2.9T Coupe,2.1,2020/6/1,西安,11年黄金会员,57.8
路虎卫士 2020款 110 P400 SE,5,2021/1/1,兰州,8年黄金会员,78.88
MINI 2022款 1.5T COOPER 黑标特别版,0.01, ,西安,9年黄金会员,20.9
揽胜运动版 2019款 3.0 L6 HSE DYNAMIC,3.9,2019/8/1,青岛,9年钻石会员,69.98
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,14.7,2015/8/1,海口,7年黄金会员,12.6
保时捷718 2018款 Boxster 2.0T,3.3,2019/6/1,深圳,8年会员,47.5
奔驰S级 2022款 S 450 L 4MATIC,1.2,2022/7/1,西安,9年钻石会员,105.8
宝马5系(进口) 2021款 530i M运动套装,0.6,2021/5/1,西安,9年黄金会员,39.9
宝马3系 2020款 325Li M运动曜夜套装,6.3,2019/7/1,西安,9年黄金会员,23.9
宝来 2019款 宝来·传奇 1.5L 自动时尚型 国VI,3.6,2020/6/1,上海,10年黄金会员,6.88
MINI CLUBMAN 2022款 改款 1.5T COOPER 鉴赏家,0.2,2022/3/1,西安,9年黄金会员,25.5
奥迪A4L 2020款 40 TFSI 豪华动感型,4.3,2020/7/1,郑州,1年会员,22.78
宝马5系 2014款 525Li 豪华设计套装,7.8,2015/1/1,北京,4年黄金会员,16.98
奔驰A级 2021款 A 200 L 运动轿车时尚型,2.7,2021/5/1,上海,3年黄金会员,18.28
奔驰E级 2020款 E 300 L 豪华型,7.8,2019/10/1,郑州,1年黄金会员,34.28
奥迪A8 2019款 改款 Plus A8L 55 TFSI quattro 尊贵型,6.93,2020/8/1,济南,3年黑金会员,59.68
奔驰GLE轿跑 2015款 GLE 320 4MATIC 轿跑SUV,9.07,2016/11/1,北京,2年黑金会员,32.88
奔驰E级新能源 2022款 E 350 e L 插电式混合动力轿车,3.2,2022/1/1,济南,2年黄金会员,39.8
奔驰V级 2020款 V 260 L 长轴距豪华版,1.85,2021/3/1,重庆,11年黄金会员,47.8
速锐 2012款 1.5TID 自动旗舰型,6.6,2014/3/1,青岛,5年会员,2.28
宝马3系 2017款 320Li M运动型,4.4,2017/7/1,北京,4年黄金会员,16.98
宝马X6 2013款 xDrive35i,14.5,2013/6/1,北京,5年黄金会员,15.8
宝马5系 2019款 530Li 领先型 豪华套装,6.6,2018/11/1,洛阳,7年钻石会员,27.88
奔驰E级 2022款 改款 E 300 L 时尚型,2.7,2022/2/1,深圳,1年会员,41.6
别克GL8 2021款 ES陆尊 653T 豪华型,3.51,2021/6/1,潍坊,1年黑金会员,32.58
奔驰GLA 2017款 GLA 220 4MATIC 时尚型,8.9,2017/9/1,北京,11年黄金会员,12.8
奔驰E级 2018款 改款 E 200 L 运动型 4MATIC,10,2018/7/1,郑州,1年黄金会员,25.8
奥迪A4L 2015款 35 TFSI 自动技术型,13,2014/9/1,郑州,1年黄金会员,9.45
宝马X6 2021款 xDrive30i M运动套装,3.68,2021/6/1,西安,4年黑金会员,56.98
埃尔法 2020款 双擎 2.5L 尊贵版,4.2,2021/3/1,大连,5年黄金会员,92.8
奥迪Q7 2021款 45 TFSI quattro S line运动型,4.41,2021/5/1,淄博,5年黑金会员,48.88
奔驰GLC 2020款 GLC 300 L 4MATIC 豪华型,4,2020/1/1,深圳,6年会员,36.3
Polo 2011款 劲取 1.6L 自动实酷版,10,2012/8/1,青岛,5年会员,2.68
保时捷718 2020款 Boxster 2.0T,1.33,2022/1/1,沈阳,5年黑金会员,60.88
传祺M8 2021款 领秀系列 390T 尊享版,2.6,2021/10/1,西安,11年会员,19.28
领航员 2020款 3.5T MONO限量尊耀版 MONO BLACK,3.2,2021/5/1,沈阳,13年黄金会员,81.8
途昂X 2019款 380TSI 四驱豪华版,4.9,2020/1/1,深圳,4年会员,20.98
奔驰C级 2023款 C 260 L 运动版,2.5,2022/2/1,芜湖,2年黄金会员,29.5
坦克300 2023款 越野版 2.0T 征服者,1.2,2022/8/1,日照,6年黄金会员,20.98
宝马3系 2021款 325Li xDrive M运动套装,5.33,2021/8/1,大连,5年黄金会员,27.8
别克GL8 2021款 陆上公务舱 652T 舒适型,4.8,2021/11/1,西安,11年会员,20.98
奥迪A6L 2023款 40 TFSI 豪华致雅型,0.1,2023/7/1,济南,3年黑金会员,36.96
奥迪A6L 2020款 40 TFSI 豪华动感型,4.4,2021/3/1,南宁,1年钻石会员,28.36
奥迪Q5L 2020款 40 TFSI 荣享时尚型,5.07,2020/11/1,北京,10年黄金会员,25.8
奔驰E级 2018款 改款 E 300 L 豪华型,6.02,2018/5/1,乌鲁木齐,2年黑金会员,31.08
宝马6系GT 2018款 630i M运动套装,6.6,2018/11/1,深圳,6年会员,33.9
宝马3系 2017款 320Li 时尚型,10,2017/1/1,沈阳,1年黄金会员,14.8
奔驰E级 2022款 E 300 L 豪华型,2.7,2022/4/1,芜湖,2年黄金会员,43.9
理想L7 2023款 Pro,0.01,2023/7/1,西安,4年黑金会员,32.58
MINI COUNTRYMAN 2011款 1.6L COOPER Excitement,9,2012/12/1,成都,3年黄金会员,6.6
奔驰GLC 2022款 GLC 260 L 4MATIC 豪华型,1.7,2022/3/1,芜湖,2年黄金会员,36.9
奔驰E级 2022款 改款二 E 300 L 豪华型,3.27,2022/6/1,乌鲁木齐,2年黑金会员,46.88
宝马3系 2023款 325Li M运动曜夜套装,1.1,2022/10/1,台州,10年黄金会员,30.98
坦克500 2022款 3.0T 运动版 造境型 7座,1.75,2022/5/1,杭州,4年黑金会员,31.98
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,2.94,2020/9/1,西安,4年黑金会员,34.88
哈弗H6 2018款 运动版 1.5T 自动两驱精英型 国V,3.16,2019/5/1,柳州,1年黑金会员,6.48
坦克500 2022款 3.0T 运动版 造境型 5座,0.74,2022/5/1,广州,2年黑金会员,31.98
迈特威 2012款 2.0TSI 两驱豪华版,18.35,2012/6/1,西安,11年会员,13.98
凯迪拉克XT6 2021款 2.0T 七座两驱豪华型,2.11,2021/4/1,西安,4年黑金会员,30.88
宝马X5(进口) 2020款 xDrive30i X设计套装,3.48,2020/7/1,南昌,4年黑金会员,48.98
迈特威 2017款 2.0TSI 两驱豪华版 7座,9.7,2017/6/1,西安,11年会员,24.99
宝马3系(进口) 2012款 318i领先型,11,2012/3/1,无锡,2年黄金会员,4.98
轩逸 2022款 经典 1.6XE CVT舒适版,2.29,2022/5/1,南昌,1年会员,7.32
保时捷911 2017款 Carrera GTS 3.0T,5.87,2018/5/1,广州,7年钻石会员,78.8
宝马7系 2021款 740Li 尊享型 豪华套装,6.8,2021/1/1,深圳,9年会员,68.8
揽胜 2018款 3.0 SC V6 Vogue SE 创世加长版,10,2018/6/1,北京,1年会员,99.8
奔驰E级 2020款 E 300 L 时尚型,5.1,2020/4/1,洛阳,3年钻石会员,37.68
保时捷718 2019款 Boxster T 2.0T,0.83,2021/9/1,广州,7年钻石会员,62.38
Panamera 2016款 Panamera Edition 3.0T,8,2017/1/1,深圳,4年会员,49.8
坦途 2014款 5.7L TRD Pro,4.3,2019/3/1,北京,11年黄金会员,37.8
宝马3系 2020款 改款 325Li M运动套装,5.5,2020/4/1,郑州,1年黄金会员,25.6
揽胜运动版 2012款 5.0 NA V8 HSE,13.6,2013/3/1,沈阳,6年钻石会员,17.5
英菲尼迪JX 2013款 JX35 两驱卓越版,14.7,2013/4/1,广州,8年黄金会员,11.26
Cayenne 2011款 Cayenne 3.0T,10,2011/8/1,泉州,1年黄金会员,19.88
宝马X5 M 2010款 X5 M,14.2,2011/10/1,上海,7年黄金会员,18.58
揽胜 2017款 3.0 SC V6 Vogue 加长版,8.6,2017/11/1,深圳,4年会员,79.8
揽胜 2020款 3.0 L6 传世版,7.8,2020/3/1,深圳,4年会员,99.8
Macan 2017款  Macan 2.0T,8.9,2016/10/1,常州,3年黄金会员,25.8
朗逸 2021款 1.5L 自动风尚版,1.92,2022/6/1,西安,1年会员,7.38
雷克萨斯ES 2020款 200 卓越版,4,2021/8/1,合肥,3年黄金会员,23.58
奔驰C级 2023款 C 260 L,1.7,2023/4/1,南通,6年黄金会员,30.58
Cayenne新能源 2023款 Cayenne E-Hybrid 2.0T 铂金版,0.6,2023/1/1,武汉,7年钻石会员,88.9
福特F-150 2017款 3.5T 自动,4.5,2017/7/1,唐山,10年黄金会员,29.8
奔驰S级 2018款 S 320 L,8.5,2018/6/1,西安,11年黄金会员,58.8
马自达3 昂克赛拉 2021款 2.0L 自动质耀版,4.5,2022/1/1,合肥,1年黄金会员,10.58
捷豹XEL 2019款 2.0T 250PS 尊享版,1.9,2019/10/1,北京,1年黄金会员,16.8
揽胜 2015款 3.0 SC V6 Vogue SE 创世加长版,10,2014/6/1,北京,3年黄金会员,65.8
高尔夫 2015款 1.4TSI 手动舒适型,8.7,2015/2/1,昆明,3年黄金会员,6.96
Macan 2023款 Macan 2.0T,0.14,2023/8/1,南京,4年黄金会员,60.8
Taycan 2022款 Taycan,1,2023/4/1,南京,4年黄金会员,83.8
奥迪A6L 2012款 35 FSI 豪华型,17,2012/10/1,北京,4年黄金会员,15.8
阿斯顿·马丁DBX 2023款 3.0T STRAIGHT-SIX,0.01,2023/8/1,北京,6年会员,186.8
奔驰B级 2020款 B 180,2.9,2020/6/1,烟台,7年黄金会员,14.8
Panamera 2022款 Panamera 2.9T,3.24,2022/1/1,成都,1年黄金会员,103.98
MINI 2016款 1.5T COOPER 先锋派 五门版,3.3,2018/8/1,西安,3年黄金会员,14.28
奥迪A4L 2020款 40 TFSI 时尚动感型,7,2020/10/1,东莞,2年会员,19.98
Macan 2020款 Macan Turbo 2.9T,1.8,2020/10/1,佛山,2年黄金会员,66.88
传祺GS4 2016款 235T G-DCT豪华版,8,2016/9/1,广州,1年黄金会员,4.58
奥迪A6L 2023款 45 TFSI 臻选动感型,1.2,2023/1/1,石家庄,2年钻石会员,36.8
奔驰A级 2019款 A 200 L 运动轿车,1,2019/5/1,北京,1年黄金会员,16.8
微蓝6 2022款 插电混动 互联智慧型,0.79,2022/10/1,济南,13年会员,11.98
宝马7系 2023款 740Li 领先型 豪华套装,0.18,2023/6/1,德州,9年黄金会员,93.98
途乐Y61 2020款 4.8L 中东版,2.4,2020/4/1,唐山,10年黄金会员,61.8
D-MAX 2021款 1.9T自动四驱柴油Global悍动型RZ4E,3,2022/5/1,石家庄,2年黄金会员,14.88
雷凌 2021款 TNGA 1.5L CVT进取版,6.7,2021/7/1,赣州,1年会员,6.27
Cayenne新能源 2021款 Cayenne E-Hybrid 2.0T,3.8,2021/1/1,武汉,7年钻石会员,78.9
奥迪A4L 2023款 40 TFSI 豪华动感型,0.01,2023/6/1,石家庄,2年钻石会员,25.4
奥迪S4 2022款 S4 3.0TFSI,5,2021/3/1,北京,4年黄金会员,34.98
汉兰达 2012款 2.7L 两驱7座精英版,6,2014/12/1,北京,1年黄金会员,13.95
Cayenne 2019款 Cayenne 3.0T,4.8,2020/1/1,武汉,7年钻石会员,82.9
唐新能源 2021款 DM 2.0T 四驱性能版尊贵型,4.66,2020/11/1,海口,3年钻石会员,15.98
途乐Y61 2017款 4.8L 自动,8.8,2017/4/1,唐山,10年黄金会员,55
揽胜 2018款 3.0 SC V6 AB 尊崇创世加长版,5.9,2020/4/1,长春,1年黄金会员,165.8
揽胜 2022款 3.0 L6 400PS 传世加长经典版,3.7,2022/2/1,长春,1年黄金会员,136.8
保时捷911 2020款 Carrera 3.0T,1.5,2021/4/1,广州,7年钻石会员,119.8
慕尚 2011款 6.8T 尊贵版,5.6,2013/4/1,北京,6年会员,159
奔驰GLC 2018款 GLC 260 4MATIC 豪华型,9,2018/1/1,北京,1年黄金会员,25.8
Panamera 2014款 Panamera 4 3.0T,11.6,2014/7/1,珠海,7年黄金会员,39.8
奥迪A4L 2019款 40 TFSI 时尚型 国V,4,2019/3/1,北京,1年黄金会员,18.5
保时捷718 2018款 Boxster 2.0T,2.2,2019/9/1,西安,11年黄金会员,51.8
雷克萨斯LX 2019款 570 尊贵豪华版,3.8,2020/11/1,沈阳,8年黄金会员,168
普拉多(进口) 2014款 中东版,1,2017/8/1,北京,5年黄金会员,53.8
MINI 2021款 1.5T COOPER 艺术家,0.3,2020/12/1,青岛,8年黄金会员,18.8
Taycan 2020款 Taycan,2.6,2021/3/1,武汉,7年钻石会员,72.9
揽胜 2020款 3.0 L6 传世加长版,7.9,2020/1/1,北京,3年黄金会员,110
唐新能源 2022款 EV 635KM 四驱旗舰型,1.6,2022/6/1,深圳,8年会员,24.98
凯迪拉克CT6 2022款 28T 尊贵型,2,2022/1/1,上海,13年会员,27.98
凯迪拉克CT5 2021款 28T 尊贵型,0.01,2023/3/1,上海,13年会员,24.7
蒙迪欧 2013款 2.0L GTDi200时尚型,7,2014/3/1,苏州,1年会员,5
博速 S级 2011款 40S,11.6,2013/4/1,深圳,6年会员,18.78
科沃兹 2016款 1.5L 自动欣尚版,5.5,2017/5/1,沈阳,3年会员,4.48
奥迪A3 2020款  Limousine 35 TFSI 运动型 国VI,4,2020/5/1,佛山,13年会员,12.88
奔驰C级 2020款 改款 C 200 L 时尚型,2.8,2020/7/1,重庆,3年会员,22.8
埃尔法 2018款 3.5L 尊贵版,18.9,2017/12/1,深圳,8年会员,69.8
宝马7系 2013款 740Li xDrive,16,2015/1/1,深圳,9年会员,28.88
辉腾 2011款 4.2L V8 4座加长Individual版,11,2011/10/1,深圳,8年会员,23.38
奥迪Q3 2020款 35 TFSI 时尚致雅型,4,2020/10/1,佛山,13年会员,17.38
雷克萨斯RX 2020款 450hL 四驱尊贵版6座 国VI,5.3,2019/10/1,深圳,8年会员,53.98
雷凌 2022款 TNGA 1.5L CVT进取版,1.6,2022/9/1,昆明,1年会员,7.24
奔驰GLE新能源 2021款 GLE 350 e 4MATIC,1.02,2022/1/1,徐州,7年会员,65.98
奔驰E级 2012款 E 300 L 时尚豪华型,15,2012/1/1,重庆,5年会员,11.38
锐志 2013款 2.5V 尚锐版,8.6,2017/5/1,深圳,7年会员,13.98
宝马3系 2019款 320Li M运动曜夜版,4.2,2019/2/1,重庆,4年会员,19.58
高尔夫 2019款 280TSI DSG舒适型 国VI,4,2019/12/1,长沙,1年会员,8.88
宝马X3 2021款 xDrive25i 豪华套装,5,2021/1/1,长沙,1年会员,27.58
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,3.47,2020/7/1,襄阳,1年会员,35.76
红旗E-HS9 2021款 460km 旗悦版 七座,3.6,2021/12/1,泉州,1年会员,32.88
宝马X5(进口) 2019款 xDrive40i M运动套装,5.5,2019/9/1,重庆,4年会员,53.98
雷克萨斯ES 2015款 200 精英版,5,2018/6/1,南京,4年会员,17.88
普拉多 2016款 2.7L 自动豪华版,5,2017/3/1,深圳,8年会员,34.8
宝马5系 2019款 530Li xDrive M运动套装,4.7,2019/3/1,沈阳,1年黄金会员,31.8
奔驰GLS 2018款 改款 GLS 400 4MATIC动感型,4.9,2019/7/1,沈阳,1年黄金会员,69
奔驰S级 2022款 改款 S 400 L 豪华型,1.1,2022/6/1,郑州,9年钻石会员,93.8
长安奔奔E-Star 2021款 国民版 心悦版 磷酸铁锂（31.86kWh）,3,2022/8/1,天津,4年黄金会员,5.2
零跑T03 2021款 400舒适版,6.7,2021/9/1,天津,4年黄金会员,5.6
奥迪A6L 2021款 40 TFSI 豪华致雅型,3.75,2021/7/1,济南,11年钻石会员,31.9
奔驰S级 2021款 改款 S 450 L 4MATIC,0.75,2021/12/1,深圳,9年黄金会员,109.8
凯美瑞 2021款 2.5G 豪华版,0.4,2021/4/1,北京,5年黄金会员,16.98
宝马3系 2017款 320Li 时尚型,9,2017/5/1,广州,8年黄金会员,14.3
别克GL8 2023款 陆上公务舱 652T 豪华型,0.88,2023/2/1,北京,1年黄金会员,26.18
艾力绅 2015款 2.4L VTi-S尊贵版,20,2016/7/1,北京,1年黄金会员,14.38
奔驰E级 2021款 E 260 L,3.3,2021/3/1,深圳,9年黄金会员,35.68
辉腾 2012款 3.0L 商务型,12,2015/6/1,深圳,6年会员,15.5
迈巴赫S级 2018款 S 450 4MATIC,9,2019/5/1,保定,1年黄金会员,85.8
发现 2020款 3.0 SC V6 SE,7.7,2021/1/1,大连,5年黄金会员,49.8
Macan 2016款 Macan 2.0T,4.48,2016/2/1,成都,2年会员,26.6
奥迪A4L 2020款 40 TFSI 时尚动感型,1.1,2021/2/1,北京,5年黄金会员,21.98
ID.6 CROZZ 2021款 改款 长续航PRO版,1.2,2022/7/1,郑州,11年黄金会员,17.79
埃尔法 2018款 3.5L 尊贵版,10.8,2018/2/1,唐山,3年黄金会员,75.8
凯迪拉克XT4 2018款 28T 两驱技术型,1.9,2019/11/1,青岛,10年钻石会员,14.8
奔驰CLA 2017款 CLA 220 4MATIC,9.2,2017/8/1,青岛,10年钻石会员,14.5
英菲尼迪QX55 2022款 2.0T 四驱耀动版,0.01, ,武汉,4年黑金会员,29.8
宝马X6 2021款 xDrive30i M运动套装,4.6,2021/1/1,武汉,4年黑金会员,56.9
宝马5系 2022款 改款二 530Li 尊享型 豪华套装,1.2,2022/12/1,郑州,10年黑金会员,42.8
奔驰C级 2021款 C 260 星耀臻藏版,1.5,2021/5/1,武汉,4年黑金会员,26.3
奔驰GLE新能源 2022款 改款 GLE 350 e 4MATIC,0.75,2022/5/1,郑州,12年钻石会员,67.8
骐达TIIDA 2016款 1.6L CVT智行版,5.37,2018/3/1,唐山,1年钻石会员,7.58
宝马X1 2013款 sDrive18i 时尚型,14,2014/1/1,梅州,1年黄金会员,6.68
宝马7系 2019款 730Li M运动套装,3.94,2020/5/1,西安,4年黑金会员,56.8
轩逸 2020款 1.6L XL CVT悦享版,6,2020/6/1,廊坊,1年黄金会员,8
别克GL8 2023款 Avenir艾维亚 六座贤礼版,0.3,2022/8/1,郑州,10年钻石会员,41.99
Cayenne新能源 2021款 Cayenne E-Hybrid 2.0T,1,2022/8/1,长春,10年钻石会员,84.5
奥迪A4L 2017款 40 TFSI 进取型,11,2017/5/1,石家庄,1年黄金会员,13.8
奥迪Q5L Sportback 2021款 40 TFSI 豪华型,1.5,2022/2/1,上海,11年钻石会员,33.28
奥迪Q5L Sportback 2022款 40 TFSI 时尚型,0.01,2023/8/1,上海,11年钻石会员,35.18
宝马X5(进口) 2019款 xDrive40i 尊享型 M运动套装,4.3,2020/5/1,上海,4年黑金会员,62.88
雪铁龙C4L 2014款 1.6THP 智驱版 自动劲智型,10,2015/6/1,北京,12年黄金会员,3.9
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,3.83,2021/9/1,成都,12年会员,33.88
奔驰GLE轿跑 2017款 GLE 450 AMG 4MATIC 轿跑SUV,10.9,2017/1/1,广州,8年黄金会员,39.88
捷豹XF 2009款 XF 3.0L V6豪华版,10,2009/3/1,成都,1年黄金会员,6.8
奥迪A6L 2018款 35 TFSI 典藏版,9.7,2018/4/1,大连,11年钻石会员,22.98
奥迪A4(进口) 2013款 40 TFSI allroad quattro 舒适型,9.7,2013/10/1,大连,11年钻石会员,12.98
奥迪A6L 2018款 30周年年型 TFSI 进取型,8.1,2019/1/1,大连,11年钻石会员,22.98
奥迪A4(进口) 2022款 Avant 40 TFSI 豪华动感型,0.01, ,北京,11年黄金会员,33.8
奔驰V级 2022款 V 260 L 长轴距尊贵版,0.01, ,上海,1年黄金会员,73.8
揽胜 2015款 5.0 SC V8 AB 尊崇创世加长版,11,2015/5/1,北京,1年黄金会员,83.8
奥迪Q7 2021款 45 TFSI quattro S line豪华型,5,2021/4/1,大连,11年钻石会员,48.98
宝马X3 2022款 xDrive30i 领先型 M曜夜套装,1.9,2022/1/1,西安,9年黄金会员,36.2
日产GT-R 2013款 3.8T Premium Edition,1.3,2014/3/1,西安,11年黄金会员,85.8
途观L 2019款 改款 330TSI 自动两驱智动豪华版 国VI,3.2,2020/11/1,石家庄,1年黄金会员,16.88
奔驰GLC 2019款 GLC 260 4MATIC 豪华型,10,2019/5/1,福州,3年钻石会员,26.8
唐新能源 2022款 EV 635KM 四驱旗舰型,3.19,2022/7/1,北京,1年黄金会员,23.8
宋Pro新能源 2022款 DM-i 110km 旗舰型Pro,3.68,2021/11/1,北京,1年黄金会员,12.5
宝马7系 2021款 730Li M运动套装,3.9,2021/10/1,北京,1年黑金会员,58.5
奥迪A5 2017款 Cabriolet 40 TFSI 时尚型,4.03,2018/12/1,上海,4年黑金会员,28.8
途锐 2013款 3.0TSI X 十周年限量版,10.7,2014/6/1,北京,5年黄金会员,22.8
揽胜星脉 2018款 P380 R-DYNAMIC HSE,7.9,2018/2/1,广州,8年黄金会员,35.3
奔驰V级 2022款 V 260 L 长轴距尊贵版,0.01, ,上海,1年黄金会员,71.8
奔驰C级 2020款 改款 C 260 L 运动版,2.03,2020/9/1,成都,12年会员,25.28
哈弗H6 2021款 国潮版 1.5T 自动都市版,1.91,2022/8/1,赣州,2年钻石会员,7.98
捷豹I-PACE 2020款 EV400 SE,5.2,2021/4/1,广州,8年黄金会员,20.88
哈弗H6 2018款 红标 运动版 1.5T 自动两驱精英型,7.2,2018/6/1,廊坊,1年黄金会员,5.8
Cayenne 2020款 Cayenne S 2.9T,1.2,2022/4/1,珠海,7年黄金会员,114.98
奥迪A3 2023款 A3L Limousine 35 TFSI 时尚运动型,0.01,2023/8/1,上海,11年钻石会员,18.68
奥迪A6(进口) 2017款 Avant 35 TFSI 时尚型,6.3,2018/3/1,成都,9年黄金会员,23.98
宝马X5 2022款 xDrive 40Li 尊享型M运动套装,0.08, ,北京,7年钻石会员,75.98
